Predmet	Pitanje	Tip_pitanja	Odgovor_A	Odgovor_B	Odgovor_C	Odgovor_D	Odgovor_E	Odgovor_F	Tocan_odgovor	Napomena	Pregledano	Provjereno
UMS	Trajna dobro balansirana zdrava prehrana je primarna nutricionistička strategija za optimalnu nogometnu izvedbu	visestruki_izbor	Točno	Netočno					A	Iako se u izvorima ne koristi doslovna sintagma „primarna nutricionistička strategija“, sadržaj poglavlja o fiziologiji sporta u potpunosti podupire ovu tvrdnju kroz sljedeće činjenice: • Izvor energije: Izvori navode da je kemijska energija iz hranjivih tvari koje unosimo u tijelo jedini izvor koji se u mišićima pretvara u mehaničku energiju potrebnu za kretanje. • Energetski kapaciteti: Kvalitetan trenažni program zahtijeva poznavanje energetskih procesa, a specifičnim postupcima (uključujući prehranu) povećavaju se energetski kapaciteti i sposobnost njihove regeneracije. • Uloga ugljikohidrata: Naglašava se da su zalihe glikogena u mišićima i jetri dostatne za otprilike 60 do 90 minuta maksimalne aerobne aktivnosti, što odgovara trajanju jedne nogometne utakmice. • Strategija suplementacije: Za aktivnosti dugog trajanja (poput nogometa) navodi se da je poželjno uzimanje dodatnih količina ugljikohidrata radi nadoknade ispražnjenih zaliha i odgode umora, što izravno služi optimizaciji izvedbe. • Ekonomičnost rada: Aerobno oslobađanje energije iz ugljikohidrata i masti znatno je ekonomičnije i ne remeti homeostazu organizma kao anaerobni procesi, što dugoročno balansiranu prehranu čini ključnom za održavanje visokog intenziteta igre. Dakle, budući da su hranjive tvari (ugljikohidrati, masti i bjelančevine) gorivo za sve energetske sustave koje nogometaš koristi, njihovo pravilno balansiranje kroz prehranu predstavlja temeljnu strategiju za postizanje optimalnih rezultata na terenu.	TRUE	TRUE
UMS	Najčešći način liječenja prijeloma gležnja je operativno liječenje	visestruki_izbor	Točno	Netočno					A	Izvori izričito navode primarni način tretiranja koštanih ozljeda u području gležnja: • Liječenje prijeloma: U poglavlju o ozljedama gležnja navodi se jasna klinička uputa: „Prijelomi gležnja najčešće zahtijevaju operativno liječenje“. • Razlika u odnosu na uganuća: Važno je razlikovati prijelome od ligamentarnih ozljeda (uganuća), za koje isti izvor navodi da u većini slučajeva zahtijevaju konzervativno liječenje (PRICE protokol). • Dijagnostički put: Odluka o načinu liječenja (operativno vs. konzervativno) donosi se nakon inicijalnog pregleda na terenu te daljnje dijagnostičke obrade kojom se utvrđuje opseg i tip ozljede. S obzirom na to da se vaša tvrdnja odnosi specifično na prijelome, ona je u potpunosti u skladu s informacijama iz izvora.	TRUE	TRUE
UMS	Kod akutne ozljede mišića ne preporuča se grijati mjesto ozljede	visestruki_izbor	Točno	Netočno					A	Izvori jasno nalažu postupke kod akutnih ozljeda mišića koji su u suprotnosti s grijanjem mjesta ozljede: • Opasnost od krvarenja: Izvor navodi da kod ozljeda mišića dolazi do krvarenja, a budući da je tijekom tjelesne aktivnosti protok krvi povećan, veće krvarenje dodatno otežava i usporava cijeljenje. Grijanje bi dodatno proširilo krvne žile i povećalo to krvarenje. • Standardni protokol (PRICE): Za akutne ozljede mišića izvor navodi da je neophodno pravilno i brzo započeti s liječenjem u vidu PRICE tretmana. • Krioterapija (hlađenje) nasuprot grijanju: Iako priručnik ne nabraja svako slovo akronima PRICE, on se u sportskoj medicini (i u našoj prethodnoj raspravi o izvoru) odnosi na led, odnosno krioterapiju. Hlađenje se preporučuje upravo radi smanjenja krvarenja i otoka. • Vremenski okvir: Taj se princip zaštite, hlađenja i kompresije obavezno provodi u početnoj fazi, odnosno unutar 24 do 48 sati od nastanka ozljede. Stoga je tvrdnja da se u akutnoj fazi ne preporuča grijati mjesto ozljede točna, jer bi grijanje bilo u izravnoj suprotnosti s preporučenim PRICE protokolom i ciljem smanjenja krvarenja na mjestu ozljede.	TRUE	TRUE
UMS	Anatomija je znanost o građi ljudskog tijela	visestruki_izbor	Točno	Netočno					A	Izvori na samom početku poglavlja o funkcionalnoj anatomiji izravno definiraju ovaj pojam: • Definicija: U izvoru se navodi da je anatomija čovjeka znanost o građi ljudskog tijela. • Etimologija: Naziv potječe od grčke riječi anatomei, što znači rezati ili secirati. • Podjela: Anatomija proučava tijelo kroz podjelu na regije (npr. glava, vrat, trup) ili na organske sustave (lokomotorni, dišni, srčanožilni i drugi). Prema tome, tvrdnja u pitanju je temeljna definicija anatomije navedena u priručniku.	TRUE	TRUE
UMS	Glavne tjelesne ravnine su središnja, čeona i poprečna	visestruki_izbor	Točno	Netočno					A	Izvori u poglavlju o funkcionalnoj anatomiji izričito navode tri osnovne ravnine koje se koriste za opisivanje anatomskih značajki: • Glavne ravnine tijela: Izvor navodi da se tijelo može presjeći s tri osnovne ravnine, koje naziva glavnim ravninama tijela. • Središnja ravnina: Opisuje se kao sagitalna (središnja, medijana) ravnina koja prolazi kroz tijelo dijeleći ga na desnu i lijevu polovicu. • Čeona ravnina: Navodi se kao frontalna (čeona) ravnina koja prolazi kroz tijelo u smjeru lijevo-desno (paralelno s čelom) i dijeli ga na prednji i stražnji dio. • Poprečna ravnina: Definira se kao transverzalna (poprečna, horizontalna) ravnina koja je postavljena vodoravno i prolazi kroz tijelo usporedno s tlom. Ova se podjela i nazivlje dodatno potvrđuju i u dijelu koji opisuje ravnine pokreta, gdje se ponovno spominju "osnovne ravnine tijela – središnja (sagitalna), čeona (frontalna) i poprečna (transverzalna)".	TRUE	TRUE
UMS	Kralježnicu čine 30 kralježaka	visestruki_izbor	Točno	Netočno					B	Na temelju analize dostavljenih izvora, tvrdnja da kralježnica čini 30 kralježaka nije potkrijepljena tekstom: • Definicija i klasifikacija: Izvori navode da je anatomija znanost o građi ljudskog tijela. Kralješci su u priručniku klasificirani kao kratke kosti. • Spominjanje kralježaka: Tekst spominje specifične skupine kralježaka, kao što su vratni kralješci (primjer zgloba između prvog i drugog vratnog kralješka) te slabinski kralješci s kojih polazi veliki slabinski mišić. • Ukupan broj kostiju: Izvor navodi da u ljudskom tijelu ukupno ima 205–206 kostiju. Međutim, nigdje u priloženom tekstu ne stoji podatak da se kralježnica sastoji od točno 30 kralježaka. • Napomena izvan izvora: Prema općeprihvaćenim anatomskim činjenicama koje nisu izravno navedene u ovim izvorima (te ih je potrebno neovisno provjeriti), ljudska se kralježnica obično sastoji od 33 ili 34 kralješka. Budući da se broj 30 ne spominje u izvoru niti odgovara stvarnoj građi tijela, ponuđeni odgovor da je tvrdnja netočna je ispravan.	TRUE	TRUE
UMS	Najveća kost u stopalu je patela	visestruki_izbor	Točno	Netočno					B	Izvori jasno definiraju položaj patele (ivera) u ljudskom tijelu, što opovrgava tvrdnju da se ona nalazi u stopalu: • Položaj patele: Izvor izričito navodi da „treću kost koljena čini iver (patela)“ koja se nalazi s prednje strane bedrene kosti. • Anatomska uloga: Patela je uložena u tetivu četveroglavog mišića natkoljenice (m. quadriceps femoris). Njezin završni dio (ligament patele) spaja patelu s kvrgom na gornjem kraju goljenične kosti (tibije). • Kosti stopala: Izvori navode da kosti stopala spadaju u kratke kosti. Među kostima koje se nalaze u regiji stopala i gležnja spominju se gležanjska kost (talus) i petna kost (calcaneus), na koju se hvata Ahilova tetiva. Dakle, budući da je patela kost koljenskog zgloba, ona nikako ne može biti najveća kost u stopalu. Prema tome, tvrdnja je netočna.	TRUE	TRUE
UMS	Primjer polupokretnog zgloba je koljenski zglob	visestruki_izbor	Točno	Netočno					B	• Klasifikacija zglobova: Izvori dijele zglobove prema građi u tri skupine: vezivne (fibrozne), hrskavične (kartilaginozne) i pravi (sinovijalne) zglobove. • Stupanj pokretljivosti: Za pravi (sinovijalne) zglobove u izvoru se izričito navodi da su „najpokretljiviji“. • Koljeno kao pokretni zglob: Koljenski zglob je najveći zglob u tijelu. On posjeduje sve elemente pravog zgloba: zglobne plohe pokrivene hrskavicom, zglobnu šupljinu sa sinovijalnom tekućinom i zglobnu čahuru. • Amplituda pokreta: U koljenskom zglobu moguća je kretnja fleksije i ekstenzije s ukupnom amplitudom od oko 150°, a u flektiranom položaju moguća je i rotacija. Ovako velik opseg pokreta karakterističan je za pokretne, a ne polupokretne zglobove. • Primjer ograničene pokretljivosti: Prema izvoru, primjer zgloba s ograničenom pokretljivošću (što odgovara pojmu polupokretnog zgloba) bio bi hrskavični zglob, kao što je preponska simfiza. Dakle, budući da je koljeno visokopokretni sinovijalni zglob, tvrdnja da je ono polupokretni zglob je netočna.	TRUE	TRUE
UMS	U koljenskom zglobu nije moguće izvršiti kretnju inverzije	visestruki_izbor	Točno	Netočno					A	Izvori jasno razgraničavaju pokrete karakteristične za pojedine zglobove donjih ekstremiteta, što potvrđuje vašu tvrdnju: • Pokreti u koljenskom zglobu: Prema izvorima, u koljenskom zglobu moguće su isključivo kretnje fleksije i ekstenzije (oko poprečne osovine), dok su u flektiranom položaju koljena u manjem opsegu moguće i kretnje vanjske i unutrašnje rotacije. • Definicija inverzije: Izvor izričito navodi da se nazivi inverzija i everzija koriste za pokrete stopala. • Lokalizacija kretnje: Kretnje uvrtanja (inverzije) i izvrtanja (everzije) stopala vrše se u donjem gležanjskom (talokalkaneonavikularnom) zglobu. Ti se pokreti odvijaju oko posebne kose osovine, a ne oko osnovnih osovina koje prolaze kroz koljeno. • Mišićna podrška: Za pokret inverzije (podizanje medijalnog ruba stopala) zadužen je prednji goljenični mišić (m. tibialis anterior), koji djeluje na stopalo, a ne na koljeno. Budući da je inverzija specifičan pokret stopala koji se fiziološki ne može izvesti u koljenskom zglobu, tvrdnja u pitanju je točna.	TRUE	TRUE
UMS	Vanjska vezivna ovojnica mišića naziva se tetiva	visestruki_izbor	Točno	Netočno					B	Izvori jasno razlikuju vanjsku ovojnicu mišića od tetive: • Mišićna fascija: U izvorima se izričito navodi da cijeli mišić oblaže „vanjska vezivna ovojnica ili ovoj, tj. mišićna fascija“. • Definicija tetive: Tetiva nije ovojnica koja prekriva mišić, već se opisuje kao čvrsti snop vezivnih vlakana u koji se skupljaju vezivne ovojnice mišićnih vlakana i snopova na krajevima mišića. • Funkcija tetive: Tetiva predstavlja polazni i završni dio mišića koji služi za njegovo hvatište na kost i prijenos mišićne kontrakcije kako bi se omogućio pokret. Dakle, iako su i fascija i tetiva građene od vezivnog tkiva, naziv za vanjsku ovojnicu mišića je fascija, dok je tetiva dio mišića koji ga spaja s kosti.	TRUE	TRUE
