Predmet	Pitanje	Tip_pitanja	Odgovor_A	Odgovor_B	Odgovor_C	Odgovor_D	Odgovor_E	Odgovor_F	Tocan_odgovor	Napomena	Pregledano	Provjereno
UMS	Ozljede mišića u nogometu su najčešće posljedica djelovanja direktne sile na mišić.	višestruki_izbor	TOČNO	NETOČNO					B	• Indirektna sila: U izvorima stoji da „ozljede mišića najčešće nastaju kao posljedica djelovanja indirektne sile na mišić“ te uzrokuju promjene tipa istegnuća ili rupture mišića. • Direktna sila: Navodi se da u „rjeđim slučajevima“ ozljeda nastane kao posljedica djelovanja direktne sile (npr. udarac), što uzrokuje nagnječenja ili rane na mišićima. Iako se kod određenih skupina mišića, poput prednje strane natkoljenice, ozljede mogu češće pripisati direktnoj sili (udarac koljenom suparnika), opće pravilo za mišićne ozljede u nogometu je da su one primarno posljedica indirektnih sila.	TRUE	TRUE
UMS	Kod strukturalnih ozljeda mišića najjednostavniji i najjeftiniji način dijagnostike je UZV pregled.	višestruki_izbor	TOČNO	NETOČNO					A	Izvori potvrđuju da je ultrazvučni pregled (UZV) jedna od temeljnih i najučinkovitijih metoda za dijagnostiku mišićnih oštećenja: • Prikaz ozljeda: Navodi se da se strukturalne ozljede, poput djelomičnog ili potpunog puknuća mišića, mogu vrlo dobro prikazati pomoću ultrazvuka i magnetske rezonancije. • Najbolja metoda: Izvor izričito ističe da je najbolja dijagnostička metoda za ozljede mišića, uz nezaobilazni klinički pregled, upravo ultrazvučni pregled te pregled magnetskom rezonancom. • Vrijeme pregleda: Napominje se da je za preciznu verifikaciju ozljede mišića ultrazvukom ponekad potreban vremenski odmak od 24 do 48 sati od samog trenutka ozljeđivanja.	TRUE	TRUE
UMS	Kod akutne ozljede mišića ne preporuča se hladiti mjesto ozljede.	višestruki_izbor	TOČNO	NETOČNO					B	Izvori izričito naglašavaju važnost specifičnog protokola za liječenje akutnih ozljeda: • PRICE tretman: Za ozljede mišića navodi se da je neophodno pravilno i brzo započeti s liječenjem u vidu PRICE tretmana. • Vrijeme primjene: Ovaj se princip (PRICE) provodi u početnoj, akutnoj fazi, odnosno unutar 24 do 48 sati od nastanka ozljede. • Hlađenje (Ice): Iako dostavljeni isječci ne raščlanjuju svako slovo akronima PRICE, on je u medicini sporta (koja je tema izvora) univerzalni standard u kojem slovo I označava Ice (led/hlađenje). • Svrha: Primjena hladnoće je nužna jer kod mišićnih ozljeda dolazi do krvarenja, a izvor ističe da veće krvarenje na mjestu ozljede dodatno otežava i usporava cijeljenje.	TRUE	TRUE
UMS	Kod liječenja krioterapijom preporuča se stavljanje leda direktno na kožu.	višestruki_izbor	TOČNO	NETOČNO					B	• PRICE tretman: Izvori naglašavaju da je kod akutnih ozljeda mišića i zglobova (poput gležnja) neophodno započeti s liječenjem u vidu PRICE tretmana ili PRICE principa unutar prvih 24 do 48 sati. • Svrha hlađenja: Glavni cilj primjene hladnoće u ovoj fazi je smanjenje krvarenja na mjestu ozljede, jer veće krvarenje otežava i usporava cijeljenje. • Ograničenja izvora: Iako izvori preporučuju primjenu leda kao dio obveznog protokola, u priloženom tekstu nema izričite upute o tome da se led ne smije stavljati direktno na kožu. Ta je informacija (da se između leda i kože mora staviti zaštitni sloj poput tkanine radi sprječavanja ozeblina) općeprihvaćeni medicinski standard koji nadopunjuje vaš točan odgovor, ali ga je potrebno neovisno provjeriti u širim priručnicima prve pomoći jer nije naveden u ovim izvorima. Dakle, tvrdnja da se led preporuča stavljati direktno na kožu je netočna prema standardima sportske medicine kojima se bavi ovaj priručnik, iako se u samim isječcima fokus stavlja na nužnost provođenja krioterapije (hlađenja) radi kontrole krvarenja, a ne na tehničku izvedbu samog postupka.	TRUE	TRUE
UMS	Najčešće ozljeđivani zglob u nogometu je rame.	višestruki_izbor	TOČNO	NETOČNO					B	Izvori pružaju precizne podatke o učestalosti ozljeda pojedinih zglobova u nogometu: • Gležanj (skočni zglob): Izričito se navodi da je gležanj najčešće ozljeđivani zglob u nogometu, a prema literaturi na njega otpada do 35 % svih ozljeda. • Koljeno: Koljeno je navedeno kao drugi zglob po učestalosti ozljeda u nogometu. • Rame: Ozljede ramena i gornjih ekstremiteta kod nogometaša su rjeđe i čine tek 5 do 15 % svih ozljeda. Napominje se da su one najčešće kod vratara, a ne kod igrača u polju. • Opća lokalizacija: Gotovo 85 % svih ozljeda u nogometu lokalizirano je na donjim ekstremitetima. Dakle, tvrdnja da je rame najčešće ozljeđivani zglob u suprotnosti je s podacima iz izvora koji na to mjesto stavljaju gležanj.	TRUE	TRUE
UMS	Kronične ozljede gležnja nastaju češće nakon opetovanih uganuća gležnja.	višestruki_izbor	TOČNO	NETOČNO					A	Izvori pružaju nekoliko ključnih informacija koje podupiru tvrdnju da opetovane ozljede (uganuća) vode do kroničnih stanja gležnja: • Učestalost kroničnih promjena: Navodi se da čak 40 % ozljeda gležnja ostavlja za posljedicu kronične promjene koje mogu biti toliko ozbiljne da dovedu do prestanka profesionalne karijere. • Povećan rizik od ponovnog ozljeđivanja: Izvori ističu da se ozljede gležnja češće javljaju unutar 6 do 12 mjeseci od prethodne ozljede. Ovo ukazuje na razdoblje povećane osjetljivosti zgloba nakon prvog uganuća. • Definicija i vrste kroničnih ozljeda: Kroničnim ozljedama smatraju se one kod kojih bol ne prestaje ni nakon 6 mjeseci liječenja, a jedna od tri glavne skupine u koje se dijele je nestabilnost. Nestabilnost zgloba tipična je posljedica opetovanih uganuća koja oštećuju ligamentarni aparat. • Čimbenici rizika: Ozljede se češće javljaju kod osoba s prirođenim ili stečenim slabostima ligamentarnog aparata. Opetovana uganuća uzrokuju upravo takvu stečenu slabost i nestabilnost, što vodi u krug kroničnih tegoba. Dakle, izvori potvrđuju uzročno-posljedičnu vezu između početnih/ponovljenih ozljeda i razvoja dugotrajnih, kroničnih problema sa zglobom gležnja.	TRUE	TRUE
UMS	Najčešći način liječenja prijeloma gležnja je konzervativno liječenje imobilizacijom.	višestruki_izbor	TOČNO	NETOČNO					B	Izvori jasno razlikuju načine liječenja različitih tipova ozljeda gležnja: • Prijelomi (frakture): U poglavlju o ozljedama gležnja izričito se navodi da „prijelomi gležnja najčešće zahtijevaju operativno liječenje“. To izravno opovrgava tvrdnju da je konzervativno liječenje najčešća metoda za ovu vrstu ozljede. • Ligamentarne ozljede (uganuća): Za razliku od prijeloma, izvori navode da „većina ligamentarnih ozljeda gležnja zahtijeva konzervativno liječenje“, što u početnoj fazi uključuje PRICE princip (hlađenje, kompresiju, podizanje). • Kronične ozljede i nestabilnost: U rijetkim slučajevima teške nestabilnosti ili kroničnih promjena također se može posegnuti za operativnim zahvatima poput artroskopije,. Dakle, dok se uganuća i lakše ozljede ligamenata liječe konzervativno, za prijelome kostiju u području gležnja primarni i najčešći izbor je kirurški (operativni) zahvat.	TRUE	TRUE
UMS	Prednja ukrižna sveza koljena sprječava proklizavanje potkoljenice prema naprijed u odnosu na natkoljenicu.	višestruki_izbor	TOČNO	NETOČNO					A	U poglavlju o ozljedama koljena, izvori izričito opisuju funkciju ove anatomske strukture: • Stabilizacijska uloga: Prednja ukrižena sveza navodi se kao ključni čimbenik stabilnosti koljena jer izravno sprječava proklizavanje potkoljenice prema naprijed u odnosu na natkoljenicu. • Mehanizam ozljede: Budući da je ova sveza neobično bitna za čvrstoću zgloba, njezina ozljeda (koja u nogometu može biti djelomična ili potpuna) manifestira se trenutnom boli i osjećajem nestabilnosti upravo zbog gubitka te mehaničke funkcije zadržavanja potkoljenice u pravilnom položaju. Dakle, tvrdnja u vašem pitanju doslovno odgovara definiciji funkcije prednje ukrižne sveze navedenoj u izvorima.	TRUE	TRUE
UMS	Kod ozljeda koljena loš prognostički znak je brzi otok koljena.	višestruki_izbor	TOČNO	NETOČNO					A	Izvori pružaju važne informacije o simptomima ozbiljnih ozljeda koljena koji potkrepljuju ovu tvrdnju: • Znak unutarnje ozljede: U poglavlju o ozljedama koljena navodi se da je jedan od ključnih znakova teške unutarnje ozljede pojava krvarenja u koljenu, što se stručno naziva hemartros. • Brzina oticanja: Iako se u tekstu ne koristi doslovno izraz "brzi otok", krvarenje u zglobnu šupljinu (hemartros) klinički se manifestira upravo naglim i brzim povećanjem opsega zgloba neposredno nakon ozljede. • Povezanost s teškim ozljedama: Pojava takvog krvarenja (otoka) često prati rupturu prednje ukrižne sveze ili ozljede meniska, koje su ozbiljna stanja. • Prognoza: Budući da ozljede praćene hemartrosom često zahtijevaju operativno liječenje i dugotrajan oporavak (npr. 6 mjeseci za prednju ukrižnu svezu), brzi otok se s pravom smatra lošim prognostičkim znakom koji ukazuje na značajno strukturalno oštećenje. Dakle, brza pojava otoka nakon traume koljena upućuje na krvarenje unutar zgloba, što je u sportskoj medicini jasan indikator težine ozljede.	TRUE	TRUE
UMS	Višestruke ozljede hrskavice koljena najčešći su uzrok ranijeg javljanja artroze koljena kod nogometaša.	višestruki_izbor	TOČNO	NETOČNO					A	Izvori u poglavlju o ozljedama koljena izričito povezuju oštećenja hrskavice s dugoročnim degenerativnim promjenama zgloba: • Ozbiljnost ozljede: Navodi se da su ozljede hrskavice koljena veliki problem u modernom nogometu te da u više od 50 % slučajeva takve ozljede uzrokuju prestanak profesionalnog bavljenja nogometom. • Posljedične bolesti: Izvor izravno navodi da se "kao posljedica ozljede hrskavice javlja artritis koljena". Iako se u tekstu koristi termin "artritis", u sportskoj medicini (kojom se bavi ovaj priručnik) kronične posttraumatske upale i oštećenja hrskavice izravno vode do ranijeg javljanja artroze (degenerativne bolesti zgloba). • Kombinirane ozljede: Ozljede hrskavice rijetko dolaze same; one su najčešće kombinirane s ozljedama ostalih struktura koljena, poput meniska ili prednje ukrižne sveze, što dodatno ubrzava propadanje zgloba. Dakle, izvori potvrđuju da su oštećenja hrskavice ključni uzrok nastanka kroničnih degenerativnih promjena koje skraćuju karijeru nogometaša.	TRUE	TRUE
